,SiteName,PrimaryUse,Borough,AreaHa,Easting,Northing
1224,Rushdene Crescent Open Space,Other recreational,Ealing,0.6495,510904.0,183255.0
1225,Smiths Farm Open Space (Northolt and Greenford Country Park),Nature reserve,Ealing,6.651,513312.0,183434.0
1226,South Acton Recreation Ground,Recreation ground,Ealing,1.657,520218.0,179452.0
1227,South Ealing Cemetery,Cemetery/churchyard,Ealing,9.3703,517972.0,178922.0
1228,South Park and Bollo Bridge Road Green Spaces,Play space,Ealing,0.5268,519837.0,179486.0
1229,Southall Park,Park,Ealing,10.1463,513242.0,180219.0
1230,Southfield Recreation Ground,Recreation ground,Ealing,4.9353,520752.0,179730.0
1231,Southhall Recreation Ground,Recreation ground,Ealing,7.194,511896.0,178779.0
1232,Spencer Street Open Space,Play space,Ealing,0.2225,511773.0,179546.0
1233,Spikes Bridge Park,Recreation ground,Ealing,8.1462,512496.0,181147.0
1234,Hanger Hill Crest Open Space,Playing fields,Ealing,2.3864,518165.0,182041.0
1235,Springfield Gardens,Park,Ealing,2.1819,520015.0,180573.0
1236,St Bernard's Hospital Chapel,Cemetery/churchyard,Ealing,0.0328,514632.0,180006.0
1237,St. Dunstan's Gardens,Amenity green space,Ealing,0.3628,520692.0,180838.0
1238,St Mary's Burial Ground,Cemetery/churchyard,Ealing,0.4101,520202.0,180187.0
1239,St Mary's Church - Ealing,Cemetery/churchyard,Ealing,0.1959,517748.0,179751.0
1240,"St Mary's Churchyard, Northolt",Cemetery/churchyard,Ealing,0.4174,513189.0,184039.0
1241,St Mary's Hanwell,Cemetery/churchyard,Ealing,0.2348,514759.0,180739.0
1242,St. Bernard's Bowling Green,Other recreational,Ealing,0.3671,514756.0,180058.0
1243,St. Bernard's Conservation Strip,Nature reserve,Ealing,0.1946,514308.0,179716.0
1244,St. Mary the Virgin Southall,Cemetery/churchyard,Ealing,0.1628,513488.0,178621.0
1245,St. May The Virgin Perivale,Cemetery/churchyard,Ealing,0.201,516452.0,182782.0
1246,Sudbury Lane,Nature reserve,Ealing,0.3319,514661.0,185497.0
1247,Tennyson Road,Amenity green space,Ealing,0.1984,515584.0,180583.0
1248,Tentelow Lane Green,Amenity green space,Ealing,0.2158,513890.0,179338.0
1249,Tentelow Lane Sports Ground (Osterley Sports Club),Playing fields,Ealing,11.4143,514064.0,179282.0
1250,Tentelow Wood & Playing Fields,Nature reserve,Ealing,5.0882,513783.0,178981.0
1251,The Crescent Open Space,Formal garden,Ealing,0.1481,512593.0,179887.0
1252,The Woodlands Recreation Ground,Park,Ealing,0.7007,519832.0,180144.0
1253,Trinity Way Open Space,Recreation ground,Ealing,2.6628,521621.0,180561.0
1254,Trumpers Field,Nature reserve,Ealing,3.1587,515175.0,179452.0
1255,Twyford Crescent Gardens,Amenity green space,Ealing,0.7335,519402.0,180271.0
1256,Victoria Gardens (Ealing),Play space,Ealing,0.0638,521249.0,182300.0
1257,Viking Primary School Open Space,Playing fields,Ealing,0.4218,511558.0,182694.0
1258,Walmer Gardens,Nature reserve,Ealing,0.2626,516302.0,179478.0
1259,Walpole Park,Park,Ealing,12.2902,517383.0,180283.0
1260,Warren Farm (Ealing),Playing fields,Ealing,8.6665,514511.0,179475.0
1261,Warren Farm Sports Complex,Playing fields,Ealing,25.0084,514907.0,179285.0
1262,Warwick Dene (Ealing),Formal garden,Ealing,0.2921,518406.0,180156.0
1263,Wesley Playing fields,Recreation ground,Ealing,1.5986,520853.0,182917.0
1264,Westgate Open Space,Nature reserve,Ealing,0.3527,517876.0,182816.0
1265,West Ridge Green,Amenity green space,Ealing,0.4002,514118.0,183140.0
1266,Western Road Open Space,Vacant land,Ealing,0.0778,512320.0,179261.0
1267,Wharncliffe Viaduct Woodland (Brent Lodge Park),Nature reserve,Ealing,1.322,514704.0,180395.0
1268,Whittle Road Park,Nature reserve,Ealing,1.0519,513478.0,179566.0
1269,Whitton Drive Open Space,Amenity green space,Ealing,0.05,516398.0,184915.0
1270,Windmill Lane Open Space,Amenity green space,Ealing,0.2686,514240.0,181471.0
1271,Windmill Lane Recreation Ground,Recreation ground,Ealing,0.2902,514248.0,181716.0
1272,Woodend Wireless Station (R.A.F.) Open Space,Recreation ground,Ealing,2.1638,513984.0,184858.0
1273,Wolf Fields Park,Park,Ealing,1.3922,512913.0,178615.0
1274,Wolf Green,Amenity green space,Ealing,0.0518,512930.0,178724.0
1275,Wood End Recreation Ground East,Recreation ground,Ealing,0.391,514354.0,185532.0
1276,Wood End Recreation Ground West,Recreation ground,Ealing,1.1946,514146.0,185453.0
1277,Woodland by river (Brent Lodge Park),Nature reserve,Ealing,4.0608,514622.0,180499.0
1278,Yeading Lane Estate Open Space,Amenity green space,Ealing,0.4307,511698.0,182812.0
1279,Lammas Park Community Orchard,Community garden,Ealing,0.1692,517444.0,180000.0
1280,Albany Park,Park,Enfield,16.4308,536096.0,198308.0
1281,Albany Park Allotments,Allotments,Enfield,0.3682,535890.0,198383.0
1282,Ladymith Road Open Space,Park,Enfield,1.141,534960.0,192091.0
1283,Aldersbrook Avenue Recreation Ground,Recreation ground,Enfield,0.8033,533241.0,197300.0
1284,All Saints Churchyard (Enfield),Cemetery/churchyard,Enfield,1.2506,533925.0,193646.0
1285,Alma road open space,Playing fields,Enfield,2.6363,536138.0,196521.0
1286,Aylands Open Space,Park,Enfield,5.0525,535345.0,199653.0
1287,Barrowell Green Open Space,Park,Enfield,1.6128,531950.0,193756.0
1288,Boundary Brook,River,Enfield,1.181,535532.0,195209.0
1289,Boundary Playing Fields,Park,Enfield,3.3931,532020.0,191779.0
1290,Boxer's Lake and Lonsdale Drive Woods,Park,Enfield,4.9378,530552.0,196209.0
1291,Bramley Road Sports Ground,Recreation ground,Enfield,7.4477,528555.0,195473.0
1292,Broadfield Square,Amenity green space,Enfield,0.3284,534851.0,196988.0
1293,Hadley Wood,Park,Enfield,7.8256,526179.0,198426.0
1294,Edmonton Green,Amenity green space,Enfield,0.7396,534323.0,193446.0
1295,Bull Lane Sports Ground,Recreation ground,Enfield,4.726,533218.0,191805.0
1296,Bulls Cross Field,Playing fields,Enfield,4.1402,534372.0,199375.0
1297,Bury Lodge Gardens,Park,Enfield,2.1378,533269.0,194494.0
1298,Bush Hill Gardens,Park,Enfield,0.4978,532861.0,194928.0
1299,Bush Hill Park,Park,Enfield,11.0535,533768.0,196180.0
1300,Canal Section at Thorneycroft Drive,Canal,Enfield,0.3687,537330.0,198529.0
1301,Capel Manor House Gardens,Formal garden,Enfield,15.4098,534500.0,199765.0
1302,Cuckoo Hall Recreation Ground,Playing fields,Enfield,1.4721,535864.0,194964.0
1303,Chase Green Gardens,Formal garden,Enfield,0.7722,532390.0,196728.0
1304,Chase Green (Enfield),Park,Enfield,2.6484,532278.0,196894.0
1305,Chelsfield Green (Enfield),Amenity green space,Enfield,0.3745,535663.0,194994.0
1306,Cheyne Walk Open Space,Park,Enfield,6.4194,531747.0,196008.0
1307,Church Street Recreation Ground,Recreation ground,Enfield,8.3932,533188.0,193808.0
1308,Church Street Tennis Courts,Recreation ground,Enfield,1.4462,532990.0,193882.0
1309,Churchfield Recreation Ground,Recreation ground,Enfield,4.4174,533700.0,194272.0
1310,Cooks Wharf Roundabout Roughs,Road island/verge,Enfield,2.0606,535939.0,192357.0
1311,Covert Way Field,Nature reserve,Enfield,6.9874,526528.0,197365.0
1312,Craig Park,Park,Enfield,3.7976,534582.0,192550.0
1313,Cherry Blossom Close,Landscaping around premises,Enfield,1.0018,531762.0,192307.0
1314,Durants Park,Park,Enfield,19.7906,535582.0,196768.0
1315,East Lodge Reserve,Nature reserve,Enfield,1.7037,530152.0,199301.0
1316,Edmonton Cemetery,Cemetery/churchyard,Enfield,11.9072,532812.0,193963.0
1317,Edmonton Federation Cemetery,Cemetery/churchyard,Enfield,9.8155,534793.0,193137.0
1318,Florence Hayes Recreation Ground,Recreation ground,Enfield,0.6976,534026.0,191786.0
1319,Enfield Crematorium,Cemetery/churchyard,Enfield,14.9257,534864.0,198563.0
1320,Enfield Island Village,Nature reserve,Enfield,7.0697,537490.0,198583.0
1321,Enfield Island Village Ecological Area,Nature reserve,Enfield,2.5126,537545.0,199068.0
1322,Enfield Jewish Cemetery,Cemetery/churchyard,Enfield,3.2164,533785.0,197662.0
1323,Enfield Playing Fields,Playing fields,Enfield,36.9836,534005.0,196947.0
1324,Firs Farm Wetlands Park and Playing Field,Playing fields,Enfield,21.3567,532610.0,193660.0
1325,Forty Hall Park and Estate,Park,Enfield,30.0895,533737.0,198815.0
1326,Great Cambridge road-side open space,Other recreational,Enfield,1.013,534686.0,199096.0
1327,St Michael's Green,Other recreational,Enfield,0.4405,532468.0,197697.0
1328,Greenspace at Shooters Road,Amenity green space,Enfield,0.2482,531588.0,197960.0
1329,St James Open Space,Playing fields,Enfield,0.3425,533884.0,192043.0
1330,Hazelwood Sports Ground,Playing fields,Enfield,5.0364,531792.0,192885.0
1331,Hazlebury Green,Amenity green space,Enfield,0.3356,533460.0,193135.0
1332,Wilbury Way Open Space,Park,Enfield,2.1448,532824.0,192394.0
1333,Hertford Road Cemetery,Cemetery/churchyard,Enfield,5.6493,535353.0,196967.0
1334,Hilly Fields (Enfield),Park,Enfield,26.4222,532077.0,198494.0
1335,Hood Avenue Open Space,Park,Enfield,1.3046,528999.0,195177.0
1336,Cowper Gardens amenity space,Amenity green space,Enfield,0.4946,529134.0,195238.0
1337,Hounsden Spinney,Public woodland,Enfield,1.0014,531103.0,195141.0
1338,Ivy Road Open Space,Formal garden,Enfield,0.8238,529615.0,194589.0
1339,Jubilee Park (Enfield),Park,Enfield,20.025,534404.0,194690.0
1340,Kenninghall Open Space,Park,Enfield,2.0202,535002.0,192343.0
1341,King George Reservoir,Reservoir,Enfield,226.8167,537236.0,196469.0
1342,King George's Field (Enfield),Playing fields,Enfield,3.153,533787.0,194876.0
1343,Lakeside,Park,Enfield,1.3039,529844.0,196368.0
1344,Land South of William Girling Reservoir,Vacant land,Enfield,16.3398,536110.0,192690.0
1345,Lavender Hill Cemetery,Cemetery/churchyard,Enfield,11.713,531841.0,198200.0
1346,Lee Valley Golf Course,Golf course,Enfield,46.1117,536141.0,194452.0
1347,Lee Valley Park between Harbet Road and A406 West,Vacant land,Enfield,4.6927,536092.0,192076.0
1348,Library Green,Formal garden,Enfield,0.3842,532479.0,196535.0
1349,Hoe Lane Open Space,Amenity green space,Enfield,7.1001,534776.0,198273.0
1350,Masefield Crescent Amenity Space,Amenity green space,Enfield,0.3272,529076.0,195506.0
1351,St David's Park,Formal garden,Enfield,1.0034,532935.0,192540.0
1352,Montagu Recreation Ground,Recreation ground,Enfield,7.1598,535281.0,193166.0
1353,Myddleton fields,Agriculture,Enfield,14.0369,533754.0,199567.0
1354,Strayfield Road Sports Ground,Playing fields,Enfield,1.5915,531757.0,198823.0
1355,North Enfield Recreation Ground,Recreation ground,Enfield,4.0412,532974.0,198212.0
1356,Oakwood Park,Park,Enfield,26.0446,530147.0,195260.0
1357,Worlds End Lane Open Space,Park,Enfield,1.8505,531040.0,196415.0
1358,Plevna Road Open Space,Amenity green space,Enfield,0.56,534633.0,193414.0
1359,Painters Lane Green Space,Recreation ground,Enfield,1.5451,536233.0,199554.0
1360,Park at Sainsbury's at Green Lane,Park,Enfield,1.5752,531637.0,194014.0
1361,Platts Road greenspace,Amenity green space,Enfield,0.3186,535503.0,197590.0
1362,Pond off Kinetic Crescent,Other recreational,Enfield,1.0754,536622.0,199174.0
1363,Ponders End Park,Park,Enfield,5.2859,535466.0,195830.0
1364,Pymmes Park,Park,Enfield,20.4143,533744.0,192750.0
1365,Rammey Marsh,Nature reserve,Enfield,47.922,537196.0,199492.0
1366,Raynham Road Open Space,Amenity green space,Enfield,0.3586,534357.0,192334.0
1367,Riverside Park,Park,Enfield,0.8417,533010.0,195671.0
1368,Road Verge to Mollison Avenue South of Braithwaite Road,River,Enfield,0.2327,536490.0,196795.0
1369,Rough Grassland at Confluence of relief Channel,Vacant land,Enfield,1.3114,537581.0,197917.0
1370,Rough Grassland north of Leisure Complex,Vacant land,Enfield,2.5107,535891.0,194598.0
1371,Salmon's Brook Walk east of Plevna Road,River,Enfield,1.5721,535003.0,193259.0
1372,Sewit's Hill,Nature reserve,Enfield,12.2088,526915.0,197259.0
1373,Silver Street Station Open Space,Formal garden,Enfield,0.2913,533919.0,192441.0
1374,Soham Road Recreation Ground,Recreation ground,Enfield,3.6147,536708.0,198614.0
1375,St. Andrew's Churchyard,Cemetery/churchyard,Enfield,1.0107,532766.0,196691.0
1376,St. George's Field,Playing fields,Enfield,3.2915,534921.0,197698.0
1377,Sweet Briar Green,Amenity green space,Enfield,0.3908,533662.0,193143.0
1378,Tanners End Lane Green Space,Amenity green space,Enfield,0.2676,533250.0,192532.0
1379,Tatem Park,Park,Enfield,6.0242,532510.0,192864.0
1380,The Link,Amenity green space,Enfield,0.4417,536213.0,197880.0
1381,Tottenhall Sports Ground,Playing fields,Enfield,6.9809,531992.0,191933.0
1382,Tottenham Park Cemetery,Cemetery/churchyard,Enfield,2.5663,535014.0,193188.0
1383,Town Park,Park,Enfield,10.0483,532510.0,196234.0
1384,Trent Country Park,Park,Enfield,183.7868,528819.0,197286.0
1385,Trent Park Cemetery,Cemetery/churchyard,Enfield,2.916,528185.0,196514.0
1386,Turkey Brook - East,River,Enfield,2.1318,535922.0,198579.0
1387,Turkey Brook and Riparian at Denbridge Close,River,Enfield,1.5384,534848.0,198776.0
1388,Turkey Brook West of A10,River,Enfield,0.8598,534455.0,198728.0
1389,ambridge Road Private Sports Field,Playing fields,Enfield,4.1403,534468.0,198573.0
1390,Western Synagogue Cemetery (Enfield),Cemetery/churchyard,Enfield,1.4713,534953.0,193000.0
1391,Whitewebbs Park,Country park,Enfield,58.7339,532492.0,199545.0
1392,Weir Hall Recreation Ground,Playing fields,Enfield,3.0973,532681.0,192034.0
1393,William Girling Reservoir,Reservoir,Enfield,174.7613,536711.0,194246.0
1394,Woodcroft Wildspace,Nature reserve,Enfield,1.2966,531163.0,194199.0
1395,Elsinge Green,Park,Enfield,1.698,534789.0,199071.0
1396,Lee Park Way,Walking/cycling route,Enfield,7.544,536073.0,193186.0
1397,Lee Valley Camping and Caravan Park,Other,Enfield,4.4982,536149.0,194452.0
1398,The Warren Footpath,Walking/cycling route,Enfield,1.7093,533145.0,198538.0
1399,Aylands Link,Park,Enfield,4.9329,535272.0,199214.0
1400,Bramley Close Amenity Space,Amenity green space,Enfield,0.2533,528748.0,195625.0
1401,Brooke Wood,Public woodland,Enfield,1.4402,530352.0,198500.0
1402,Camlet Way,Amenity green space,Enfield,1.744,526226.0,197922.0
1403,Capel Manor Farm,Agriculture,Enfield,30.459,533258.0,198764.0
1404,Carpenters Green Amenity Space,Amenity green space,Enfield,0.1396,531832.0,193822.0
1405,Cenotaph Gardens,Park,Enfield,0.1608,532310.0,196732.0
1406,Christchurch Cockfosters Churchyard,Cemetery/churchyard,Barnet; Enfield,0.3394,527898.0,196400.0
1407,Conical Corner,Park,Enfield,0.2114,532220.0,197089.0
1408,Cuffley brook,River,Enfield,0.5875,532603.0,199143.0
1409,Cunningham Avenue,Amenity green space,Enfield,0.0854,536064.0,199401.0
1410,Dendridge Close Amenity Space,Park,Enfield,0.5058,534706.0,198846.0
1411,Elsinge Road,Amenity green space,Enfield,0.2198,535023.0,199327.0
1412,Field South of Whitewebbs Road,Common,Enfield,1.9784,533425.0,199624.0
1413,Fields West of Bulls Cross,Agriculture,Enfield,17.9448,533708.0,199113.0
1414,Forest Road,Amenity green space,Enfield,0.1619,534798.0,194485.0
1415,Gough Park,Park,Enfield,0.9639,533357.0,198303.0
1416,Holmesdale Tunnel Open Space,Amenity green space,Enfield,2.0644,535797.0,200016.0
1417,Huntingdon Rd MUGA,Park,Enfield,0.0998,535386.0,193978.0
1418,Joyce Avenue Amenity Space,Amenity green space,Enfield,0.7375,533912.0,192120.0
1419,Lackmore Road,Amenity green space,Enfield,0.0883,535099.0,199703.0
1420,Lee Road Open Space,Amenity green space,Enfield,0.1433,534289.0,195231.0
1421,Lee View Amenity Space,Amenity green space,Enfield,0.0936,531799.0,197638.0
1422,Carrs Basin,River,Enfield,1.8724,532350.0,196328.0
1423,New River Old Course in Forty Hall and Estate,Walking/cycling route,Enfield,3.2154,533315.0,199272.0
1424,Prince of Wales Field,Amenity green space,Enfield,3.9376,536952.0,198200.0
1425,Provident Park,Amenity green space,Enfield,0.7354,534694.0,192918.0
1426,Russell Road Amenity Space,Amenity green space,Enfield,0.2217,533589.0,198226.0
1427,Southbury Avenue,Amenity green space,Enfield,0.0635,534172.0,196240.0
1428,St Josephs Road Edmonton,Amenity green space,Enfield,0.1742,535008.0,194473.0
1429,The Dell,Amenity green space,Enfield,2.0628,534434.0,198691.0
1430,The Fairway Amenity Space,Amenity green space,Enfield,0.1069,529310.0,195298.0
1431,Tile Kiln Lane Open Space,Amenity green space,Enfield,1.5743,532312.0,192462.0
1432,Turin Road,Amenity green space,Enfield,0.6224,535232.0,194562.0
1433,Turkey Brook and surroundings in Forty Hall and Estate,River,Enfield,3.2684,533148.0,198949.0
1434,Victoria Road Garden,Amenity green space,Enfield,0.055,534072.0,193636.0
1435,Warwick Fields Open Space,Other recreational,Enfield,0.8884,537005.0,198647.0
1436,Weir Hall Avenue,Amenity green space,Enfield,0.1222,532987.0,191842.0
1437,College Close Amenity Space,Amenity green space,Enfield,0.0933,533883.0,192241.0
1438,Four acres Amenity Space,Amenity green space,Enfield,0.1256,536163.0,197541.0
1439,Strayfield Road Cemetery,Cemetery/churchyard,Enfield,6.3009,531526.0,198659.0
1440,New River South,River,Enfield,0.4517,532427.0,196075.0
1441,Alderwood Rd,Amenity green space,Greenwich,1.2975,544977.0,174159.0
1442,Amenity Grassland Behind New Flats,Amenity green space,Greenwich,0.1364,542307.0,179269.0
1443,Avery Hill Park,Park,Greenwich,23.1133,544340.0,174181.0
1444,Avery Hill sports ground,Playing fields,Greenwich,5.3031,544803.0,173445.0
1445,Charlotte Turner Gardens,Park,Greenwich,1.1774,537262.0,177781.0
1446,Bentham Rd Drain W,Canal,Greenwich,0.6694,546516.0,180583.0
1447,Bentham Road drain,Canal,Greenwich,0.3759,547062.0,180448.0
1448,Beresford Square,Civic/market square,Greenwich,0.5813,543747.0,178943.0
1449,Bevan Rd,Allotments,Greenwich,0.2252,546584.0,178255.0
1450,"Bidderden Way, Beaumanor Gardens, Swaithland Gardens and Jason Walk",Amenity green space,Greenwich,1.9831,543122.0,171814.0
1451,Birchmere Drain east,Canal,Greenwich,0.4133,546649.0,180139.0
1452,Birchmere Park,Park,Greenwich,17.6208,546616.0,179990.0
1453,Blackheath Society Conservation Area,Nature reserve,Greenwich,1.7681,539337.0,177782.0
1454,Bostall Gardens,Park,Greenwich,1.0122,546621.0,178500.0
1455,Bostall Woods,Nature reserve,Greenwich,33.0567,546600.0,177885.0
1456,Briset Road Park,Park,Greenwich,0.846,541884.0,175212.0
1457,Cade Road,Nature reserve,Greenwich,1.541,538674.0,176916.0
1458,Casterbridge Road,Amenity green space,Greenwich,1.5388,540369.0,175693.0
1459,Central Way Drain,Canal,Greenwich,1.2816,546314.0,180371.0
1460,Charlton Park,Playing fields,Greenwich,20.788,541926.0,177698.0
1461,Bately Park,Park,Greenwich,0.4069,540374.0,177356.0
1462,Chesterfield Walk,Amenity green space,Greenwich,2.2605,538852.0,176782.0
1463,Coldharbour allotments,Allotments,Greenwich,1.2888,543417.0,172043.0
1464,Queens Gardens,Park,Greenwich,0.4106,543174.0,172164.0
1465,Coldharbour Playing Fields,Recreation ground,Greenwich,13.7042,543107.0,172730.0
1466,Crossway Drain,Amenity green space,Greenwich,0.6758,547195.0,180598.0
